id,date,title,bv_off,page_off,start_t,end_t,band,genre,链接off,备注,bv_on,page_on,bv_n1,page_n1,bv_f1,page_f1,start_1,end_1
168,2022/04/25,ダーリンダンス,BV1gv41117ai,1,00:00:55,00:01:28,mmj,MORE MORE JUMP!演唱歌曲/收录歌曲,ダーリンダンス,原key,,,,,,,,
213,2022/06/20,ヴァンパイア,BV12S4y1F7LL,2,00:00:50,00:01:24,mmj,MORE MORE JUMP!演唱歌曲/收录歌曲,ヴァンパイア,原key,,,,,,,,
242,2022/10/08,トリノコシティ,BV1RJ411L78k,1,00:00:54,00:01:26,mmj,MORE MORE JUMP!演唱歌曲/收录歌曲,トリノコシティ,,BV1pr42147ii,1,,,,,,
269,2022/12/09,ロンリーユニバース,BV1w8411U73c,1,00:01:25,00:01:59,mmj,MORE MORE JUMP!演唱歌曲/收录歌曲,ロンリーユニバース,原key,BV1yGBjYWEWj,1,,,,,,
281,2023/01/02,気まぐれメルシィ,BV1Ee4y1x7S8,1,00:00:46,00:01:24,mmj,MORE MORE JUMP!演唱歌曲/收录歌曲,気まぐれメルシィ,,BV1Xt421V7ou,1,,,,,,
320,2023/03/07,Booo!,BV1Wb411A7BZ,1,00:00:37,00:01:07,mmj,MORE MORE JUMP!演唱歌曲/收录歌曲,Booo!,,BV19RqnYjExS,1,,,,,,
258,2023/04/07,深海少女,BV1s84y1e769,1,00:00:34,00:01:04,mmj,MORE MORE JUMP!演唱歌曲/收录歌曲,深海少女,,,,,,,,,
354,2023/05/15,セツナトリップ,BV1UA411V7Aj,1,00:01:14,00:01:50,mmj,MORE MORE JUMP!演唱歌曲/收录歌曲,セツナトリップ,原key,,,,,,,,
361,2023/07/03,きゅうくらりん,BV1MY411T78d,1,00:00:39,00:01:09,mmj,MORE MORE JUMP!演唱歌曲/收录歌曲,きゅうくらりん,原key,BV1czqnYtE75,1,,,,,,
355,2023/09/11,白い雪のプリンセスは,BV1eXCoBxE3w,1,00:00:52,00:01:25,mmj,MORE MORE JUMP!演唱歌曲/收录歌曲,白い雪のプリンセスは,原key,,,,,,,,
369,2023/10/04,メランコリック,BV1sK4y1R7UM,1,00:01:02,00:01:41,mmj,MORE MORE JUMP!演唱歌曲/收录歌曲,メランコリック,,,,,,,,,
377,2023/10/23,悪役にキスシーンを,BV13t411i7bp,2,00:00:52,00:01:22,mmj,MORE MORE JUMP!演唱歌曲/收录歌曲,悪役にキスシーンを,原key,,,,,,,,
413,2023/12/04,さよならプリンセス,BV1o8upzYEBZ,2,00:00:43,00:01:15,mmj,MORE MORE JUMP!演唱歌曲/收录歌曲,さよならプリンセス,,BV1o8upzYEBZ,1,,,,,,
417,2024/01/05,くうになる,BV1Q8411W78P,2,00:00:22,00:00:57,mmj,MORE MORE JUMP!演唱歌曲/收录歌曲,くうになる,原key,,,,,,,,
431,2024/03/11,flos,BV1qt411h7rK,1,00:01:18,00:01:50,mmj,MORE MORE JUMP!演唱歌曲/收录歌曲,flos,,,,,,,,,
482,2024/05/24,だめにんげんだ!,BV1oK411k7h1,1,00:00:40,00:01:15,mmj,MORE MORE JUMP!演唱歌曲/收录歌曲,だめにんげんだ!,,,,,,,,,
494,2024/07/01,ポッピンキャンディ☆フィーバー！,BV1a3bTzFE5r,2,00:00:59,00:01:37,mmj,MORE MORE JUMP!演唱歌曲/收录歌曲,ポッピンキャンディ☆フィーバー！,原key,,,,,,,,
495,2024/09/09,スーパーヒーロー,BV1JtovBgE2S,17,00:00:35,00:01:05,mmj,MORE MORE JUMP!演唱歌曲/收录歌曲,スーパーヒーロー,,,,,,,,,
511,2024/10/03,如月アテンション,BV1nt411i7ev,2,00:00:53,00:01:26,mmj,MORE MORE JUMP!演唱歌曲/收录歌曲,如月アテンション,原key,BV1odDMByEzy,1,,,,,,
530,2024/10/15,キャットフード,BV11LHxz9EZE,2,00:00:50,00:01:32,mmj,MORE MORE JUMP!演唱歌曲/收录歌曲,キャットフード,,,,,,,,,
544,2024/11/05,妄想アスパルテーム,BV1EPDNYVEee,3,00:00:28,00:00:58,mmj,MORE MORE JUMP!演唱歌曲/收录歌曲,妄想アスパルテーム,,,,,,,,,
554,2025/01/02,snooze,BV1UT411Y7GZ,1,00:00:41,00:01:11,mmj,MORE MORE JUMP!演唱歌曲/收录歌曲,snooze,,BV11p9JYMEFi,1,,,,,,
521,2025/03/07,オーバーライド,BV1B4421F7vs,1,00:00:32,00:01:02,mmj,MORE MORE JUMP!演唱歌曲/收录歌曲,オーバーライド,短版,BV1Hy9DYWEz3,1,,,BV1Hy9DYWEz3,2,,
607,2025/04/22,回る空うさぎ,BV1w9Q8BJEzU,1,00:01:11,00:01:46,mmj,MORE MORE JUMP!演唱歌曲/收录歌曲,回る空うさぎ,短版,BV1YgEuzGE3y,1,,,BV1YgEuzGE3y,2,00:00:34,00:01:55
629,2025/09/01,8.32,BV1zuRoYvEmS,3,00:01:06,00:01:46,mmj,MORE MORE JUMP!演唱歌曲/收录歌曲,8.32,原key,,,,,,,,
621,2025/10/03,東京サマーセッション,BV18Y41157rd,2,00:00:55,00:01:32,mmj,MORE MORE JUMP!演唱歌曲/收录歌曲,東京サマーセッション,,,,,,,,,
601,2025/11/04,ルマ,BV1RJ411Q7mT,1,00:00:45,00:01:15,mmj,MORE MORE JUMP!演唱歌曲/收录歌曲,ルマ,,,,,,,,,
700,2026/01/01,魔法少女とチョコレゐト,BV1D44y1n78R,1,00:00:42,00:01:24,mmj,MORE MORE JUMP!演唱歌曲/收录歌曲,魔法少女とチョコレゐト,,,,,,,,,
693,2026/02/28,erase or zero,BV1WPAazDEsN,5,00:00:55,00:01:27,mmj,MORE MORE JUMP!演唱歌曲/收录歌曲,erase or zero,,,,,,,,,
26,2020/09/30,劣等上等,BV1Cs411J7h3,3,00:00:44,00:01:14,vbs,Vivid BAD SQUAD演唱歌曲/收录歌曲,劣等上等,,,,,,,,,
28,2020/09/30,ドクター＝ファンクビート,BV1GYdmBaEUv,2,00:00:37,00:01:07,vbs,Vivid BAD SQUAD演唱歌曲/收录歌曲,ドクター＝ファンクビート,,,,,,,,,
69,2020/09/30,フラジール,BV1ai421o7ZS,2,00:01:19,00:01:49,vbs,Vivid BAD SQUAD演唱歌曲/收录歌曲,フラジール,,,,,,,,,
27,2020/10/03,Just Be Friends,BV1bm411d7CT,2,00:01:16,00:02:06,vbs,Vivid BAD SQUAD演唱歌曲/收录歌曲,Just Be Friends,,,,,,,,,
81,2020/10/09,夜咄ディセイブ,BV1tt411i7gh,2,00:01:00,00:01:30,vbs,Vivid BAD SQUAD演唱歌曲/收录歌曲,夜咄ディセイブ,,,,,,,,,
100,2021/01/02,ECHO,BV1wu2kBgEkf,2,00:00:30,00:01:00,vbs,Vivid BAD SQUAD演唱歌曲/收录歌曲,ECHO,,,,,,,,,
15,2021/02/15,drop pop candy,BV1MJ411n77m,1,00:00:45,00:01:27,vbs,Vivid BAD SQUAD演唱歌曲/收录歌曲,drop pop candy,,,,,,,,,
95,2021/03/15,威風堂々,BV1zh4y147Zv,1,00:00:38,00:01:08,vbs,Vivid BAD SQUAD演唱歌曲/收录歌曲,威風堂々,原key,,,,,,,,
102,2021/05/03,幽霊東京,BV1ew411Z7XB,1,00:01:00,00:01:33,vbs,Vivid BAD SQUAD演唱歌曲/收录歌曲,幽霊東京,,,,,,,,,
143,2021/06/30,トラフィック・ジャム,BV1weXjBSEy5,2,00:00:45,00:01:15,vbs,Vivid BAD SQUAD演唱歌曲/收录歌曲,トラフィック・ジャム,,,,,,,,,
136,2021/08/23,チルドレンレコード,BV1us4y1i7zS,1,00:00:53,00:01:23,vbs,Vivid BAD SQUAD演唱歌曲/收录歌曲,チルドレンレコード,,,,,,,,,
133,2021/10/08,悪魔の踊り方,BV1NNcyzQEst,2,00:00:56,00:01:26,vbs,Vivid BAD SQUAD演唱歌曲/收录歌曲,悪魔の踊り方,,,,,,,,,
167,2021/11/10,オルターエゴ,BV1jG4y1E7Sd,2,00:00:53,00:01:25,vbs,Vivid BAD SQUAD演唱歌曲/收录歌曲,オルターエゴ,,,,,,,,,
200,2022/01/03,ガランド,BV1Ks4y1B7pK,71,00:00:47,00:01:17,vbs,Vivid BAD SQUAD演唱歌曲/收录歌曲,ガランド,,,,,,,,,
205,2022/02/04,踊,BV1of4y1p72a,2,00:00:46,00:01:29,vbs,Vivid BAD SQUAD演唱歌曲/收录歌曲,踊,,,,,,,,,
210,2022/03/22,雨とペトラ,BV1Wx411C7hL,2,00:00:53,00:01:23,vbs,Vivid BAD SQUAD演唱歌曲/收录歌曲,雨とペトラ,,,,,,,,,
195,2022/04/18,PaⅢ.SENSATION,BV1HqZNYKEQ5,2,00:00:54,00:01:27,vbs,Vivid BAD SQUAD演唱歌曲/收录歌曲,PaⅢ.SENSATION,,,,,,,,,
245,2022/06/06,阿吽のビーツ,BV1Ks4y1B7pK,75,00:00:28,00:00:58,vbs,Vivid BAD SQUAD演唱歌曲/收录歌曲,阿吽のビーツ,原key,,,,,,,,
266,2022/08/22,YY,BV1dSxezTEtE,4,00:00:42,00:01:20,vbs,Vivid BAD SQUAD演唱歌曲/收录歌曲,YY,,,,,,,,,
253,2022/10/10,DAYBREAK FRONTLINE,BV1pDCcBJEhc,2,00:01:00,00:01:34,vbs,Vivid BAD SQUAD演唱歌曲/收录歌曲,DAYBREAK FRONTLINE,,,,,,,,,
262,2022/11/01,帝国少女,BV1KmyEBuEAt,1,00:01:08,00:01:41,vbs,Vivid BAD SQUAD演唱歌曲/收录歌曲,帝国少女,,BV1PLPZzAEtP,1,,,,,,
291,2023/01/05,フェレス,BV1HMobBfEQN,2,00:00:48,00:01:34,vbs,Vivid BAD SQUAD演唱歌曲/收录歌曲,フェレス,,,,,,,,,
299,2023/03/13,エゴイスト,BV1mYCJBCE9o,2,00:01:08,00:01:43,vbs,Vivid BAD SQUAD演唱歌曲/收录歌曲,エゴイスト,,,,,,,,,
322,2023/04/21,絶え間なく藍色,BV1LE411Y7zG,2,00:00:54,00:01:24,vbs,Vivid BAD SQUAD演唱歌曲/收录歌曲,絶え間なく藍色,,,,,,,,,
276,2023/05/19,シャンティ,BV1Hb411D7ea,2,00:00:31,00:01:08,vbs,Vivid BAD SQUAD演唱歌曲/收录歌曲,シャンティ,,,,,,,,,
344,2023/07/24,脳内革命ガール,BV1YX2aBFEAL,2,00:01:02,00:01:33,vbs,Vivid BAD SQUAD演唱歌曲/收录歌曲,脳内革命ガール,,,,,,,,,
365,2023/10/06,恋は戦争,BV1XTa5zdEVc,2,00:01:32,00:02:07,vbs,Vivid BAD SQUAD演唱歌曲/收录歌曲,恋は戦争,,,,,,,,,
392,2023/11/06,春嵐,BV1QT4y137uN,2,00:00:29,00:00:59,vbs,Vivid BAD SQUAD演唱歌曲/收录歌曲,春嵐,,BV1gB56zSEoX,1,,,,,,
418,2023/12/30,金木犀,BV1NT4y1g7Gk,1,00:00:50,00:01:20,vbs,Vivid BAD SQUAD演唱歌曲/收录歌曲,金木犀,,,,,,,,,
410,2024/01/29,マーシャル・マキシマイザー,BV1pb4y117ut,1,00:00:40,00:01:12,vbs,Vivid BAD SQUAD演唱歌曲/收录歌曲,マーシャル・マキシマイザー,,BV1TRfNYmEVT,1,,,,,,
437,2024/02/01,え？あぁ、そう。,,1,,,vbs,Vivid BAD SQUAD演唱歌曲/收录歌曲,え？あぁ、そう。,,,,,,,,,
441,2024/04/15,酔いどれ知らず,BV15eypBeEYA,2,00:00:31,00:01:04,vbs,Vivid BAD SQUAD演唱歌曲/收录歌曲,酔いどれ知らず,,BV15eypBeEYA,1,,,,,,
522,2024/08/13,WAVE,BV1Nx411q7Eo,164,00:00:42,00:01:12,vbs,Vivid BAD SQUAD演唱歌曲/收录歌曲,WAVE,,,,,,,,,
505,2024/10/05,コールボーイ,,1,,,vbs,Vivid BAD SQUAD演唱歌曲/收录歌曲,コールボーイ,,,,,,,,,
557,2024/12/23,花溺れ,BV12tCNY3Eku,2,00:01:07,00:01:44,vbs,Vivid BAD SQUAD演唱歌曲/收录歌曲,花溺れ,,,,,,,,,
513,2025/01/01,CH4NGE,BV14R4y1W7US,1,00:00:20,00:00:52,vbs,Vivid BAD SQUAD演唱歌曲/收录歌曲,CH4NGE,,,,,,,,,
490,2025/02/21,ルーマー,BV197VNzpEWz,5,00:00:28,00:01:03,vbs,Vivid BAD SQUAD演唱歌曲/收录歌曲,ルーマー,,,,,,,,,
580,2025/03/03,三日月ステップ,BV15H1RBdETn,2,00:00:39,00:01:10,vbs,Vivid BAD SQUAD演唱歌曲/收录歌曲,三日月ステップ,,,,,,,,,
537,2025/04/08,花に風,,1,,,vbs,Vivid BAD SQUAD演唱歌曲/收录歌曲,花に風,,,,,,,,,
620,2025/05/09,紗痲,,1,,,vbs,Vivid BAD SQUAD演唱歌曲/收录歌曲,紗痲,,,,,,,,,
632,2025/08/12,Surges,BV1pM4y1V7JJ,1,00:00:18,00:00:52,vbs,Vivid BAD SQUAD演唱歌曲/收录歌曲,Surges,,,,,,,,,
571,2025/09/24,偽物人間40号,,1,,,vbs,Vivid BAD SQUAD演唱歌曲/收录歌曲,偽物人間40号,,,,,,,,,
672,2025/10/05,ハウトゥー世界征服,BV19b411N76q,2,00:01:00,00:01:37,vbs,Vivid BAD SQUAD演唱歌曲/收录歌曲,ハウトゥー世界征服,,,,,,,,,
586,2025/12/31,ヤンキーボーイ・ヤンキーガール,,1,,,vbs,Vivid BAD SQUAD演唱歌曲/收录歌曲,ヤンキーボーイ・ヤンキーガール,,,,,,,,,
643,2026/03/01,About me,BV14EdkBiEuc,1,00:01:05,00:01:36,vbs,Vivid BAD SQUAD演唱歌曲/收录歌曲,About me,,,,,,,,,
38,2020/09/30,ブリキノダンス,BV1ss411B7uW,1,00:00:56,00:01:27,ws,Wonderlands×Showtime演唱歌曲/收录歌曲,ブリキノダンス,原key,,,,,,,,
41,2020/09/30,スイートマジック,BV1jo4y1m7gg,1,00:01:04,00:01:36,ws,Wonderlands×Showtime演唱歌曲/收录歌曲,スイートマジック,,,,,,,,,
78,2020/09/30,ぼうけんのしょがきえました！,BV1R64y127Tk,1,00:01:01,00:01:31,ws,Wonderlands×Showtime演唱歌曲/收录歌曲,ぼうけんのしょがきえました！,,,,,,,,,
21,2020/10/04,脫法ロック,BV1JtovBgE2S,18,00:00:44,00:01:20,ws,Wonderlands×Showtime演唱歌曲/收录歌曲,脫法ロック,,,,,,,,,
68,2020/10/07,ダンスロボットダンス,BV1dt411X7yS,2,00:00:50,00:01:28,ws,Wonderlands×Showtime演唱歌曲/收录歌曲,ダンスロボットダンス,,,,,,,,,
36,2020/10/13,ミラクルペイント,BV1JtovBgE2S,19,00:00:41,00:01:11,ws,Wonderlands×Showtime演唱歌曲/收录歌曲,ミラクルペイント,,,,,,,,,
88,2021/01/03,チュルリラ・チュルリラ・ダッダッダ！,BV1NT6NBsELG,1,00:00:37,00:01:07,ws,Wonderlands×Showtime演唱歌曲/收录歌曲,チュルリラ・チュルリラ・ダッダッダ！,,,,,,,,,
122,2021/02/19,ポジティブ☆ダンスタイム,BV1FX4y1P7b1,1,00:00:55,00:01:30,ws,Wonderlands×Showtime演唱歌曲/收录歌曲,ポジティブ☆ダンスタイム,原key,,,,,,,,
106,2021/04/05,お気に召すまま,BV1Xh41187KW,1,00:00:53,00:01:37,ws,Wonderlands×Showtime演唱歌曲/收录歌曲,お気に召すまま,,,,,,,,,
138,2021/05/17,KING,BV1rK411A7Ut,1,00:00:40,00:01:10,ws,Wonderlands×Showtime演唱歌曲/收录歌曲,KING,,,,,,,,,
134,2021/10/06,テレキャスタービーボーイ,BV1JtovBgE2S,20,00:00:31,00:01:01,ws,Wonderlands×Showtime演唱歌曲/收录歌曲,テレキャスタービーボーイ,,,,,,,,,
183,2021/12/28,フィクサー,BV13zHHzQEZP,4,00:00:58,00:01:28,ws,Wonderlands×Showtime演唱歌曲/收录歌曲,フィクサー,,,,,,,,,
158,2022/02/24,ナンセンス文学,BV1JtovBgE2S,21,00:00:40,00:01:11,ws,Wonderlands×Showtime演唱歌曲/收录歌曲,ナンセンス文学,,,,,,,,,
174,2022/03/14,いーあるふぁんくらぶ,BV1Uy4y1M7YR,1,00:01:01,00:01:31,ws,Wonderlands×Showtime演唱歌曲/收录歌曲,いーあるふぁんくらぶ,,,,,,,,,
146,2022/05/16,リモコン,BV1GA4y1R7rR,1,00:01:15,00:01:50,ws,Wonderlands×Showtime演唱歌曲/收录歌曲,リモコン,,,,,,,,,
201,2022/05/30,神のまにまに,BV1ELXwBiELj,2,00:00:59,00:01:39,ws,Wonderlands×Showtime演唱歌曲/收录歌曲,神のまにまに,,,,,,,,,
198,2022/06/13,グッバイ宣言,BV1gt4y1173B,2,00:00:34,00:01:13,ws,Wonderlands×Showtime演唱歌曲/收录歌曲,グッバイ宣言,原key,,,,,,,,
246,2022/07/11,エイリアンエイリアン,BV1JtovBgE2S,22,00:00:48,00:01:28,ws,Wonderlands×Showtime演唱歌曲/收录歌曲,エイリアンエイリアン,,,,,,,,,
240,2022/08/08,踊れオーケストラ,BV1JtovBgE2S,23,00:00:52,00:01:32,ws,Wonderlands×Showtime演唱歌曲/收录歌曲,踊れオーケストラ,,,,,,,,,
225,2022/10/06,エゴロック,BV17L41147C6,1,00:00:30,00:01:01,ws,Wonderlands×Showtime演唱歌曲/收录歌曲,エゴロック,原key,,,,,,,,
260,2022/11/14,ラブカ？,BV1wq4y1Z7kB,1,00:00:57,00:01:27,ws,Wonderlands×Showtime演唱歌曲/收录歌曲,ラブカ？,,,,,,,,,
298,2022/12/30,ネトゲ廃人シュプレヒコール,BV1xt411X7wK,2,00:01:13,00:01:47,ws,Wonderlands×Showtime演唱歌曲/收录歌曲,ネトゲ廃人シュプレヒコール,,,,,,,,,
306,2023/02/15,1925,BV16K4y1A7CQ,1,00:00:30,00:01:00,ws,Wonderlands×Showtime演唱歌曲/收录歌曲,1925,原key,,,,,,,,
307,2023/04/17,おこちゃま戦争,BV14txfzbEZg,1,00:00:44,00:01:14,ws,Wonderlands×Showtime演唱歌曲/收录歌曲,おこちゃま戦争,,,,,,,,,
346,2023/06/12,嗚呼、素晴らしきニャン生,BV1JtovBgE2S,24,00:00:33,00:01:03,ws,Wonderlands×Showtime演唱歌曲/收录歌曲,嗚呼、素晴らしきニャン生,,,,,,,,,
360,2023/07/12,太陽系デスコ,BV1Ws41187AT,3,00:00:50,00:01:28,ws,Wonderlands×Showtime演唱歌曲/收录歌曲,太陽系デスコ,原key,,,,,,,,
367,2023/10/08,すきなことだけでいいです,,1,,,ws,Wonderlands×Showtime演唱歌曲/收录歌曲,すきなことだけでいいです,,,,,,,,,
376,2023/10/25,我儘姫,,1,,,ws,Wonderlands×Showtime演唱歌曲/收录歌曲,我儘姫,,,,,,,,,
432,2024/01/01,強風オールバック,BV1ZEx9zFE2U,2,00:00:44,00:01:20,ws,Wonderlands×Showtime演唱歌曲/收录歌曲,強風オールバック,,BV1ZEx9zFE2U,1,,,,,,
436,2024/02/22,古書屋敷殺人事件,BV1MRaWz1E7i,3,00:01:00,00:01:30,ws,Wonderlands×Showtime演唱歌曲/收录歌曲,古書屋敷殺人事件,,,,,,,,,
434,2024/03/25,1000年生きてる,BV1oW2gB6E83,2,00:00:38,00:01:11,ws,Wonderlands×Showtime演唱歌曲/收录歌曲,1000年生きてる,,BV1oW2gB6E83,1,,,,,,
480,2024/05/07,おちゃめ機能,BV1gKovBxEDA,1,00:00:51,00:01:27,ws,Wonderlands×Showtime演唱歌曲/收录歌曲,おちゃめ機能,,,,,,,,,
493,2024/06/10,きょうもハレバレ,BV1MRaWz1EnV,3,00:00:36,00:01:06,ws,Wonderlands×Showtime演唱歌曲/收录歌曲,きょうもハレバレ,,,,,,,,,
506,2024/08/26,QUEEN,BV1bY4y1w7w7,1,00:00:37,00:01:11,ws,Wonderlands×Showtime演唱歌曲/收录歌曲,QUEEN,,,,,,,,,
475,2024/09/02,ちがう!!!,BV1ZLaszcEfb,2,00:01:04,00:01:34,ws,Wonderlands×Showtime演唱歌曲/收录歌曲,ちがう!!!,原key,,,,,,,,
533,2024/10/07,転生林檎,BV1HY4y1x72G,2,00:00:59,00:01:37,ws,Wonderlands×Showtime演唱歌曲/收录歌曲,転生林檎,,,,,,,,,
499,2024/12/29,混沌ブギ,BV1vGGReqE1s,1,00:00:53,00:01:23,ws,Wonderlands×Showtime演唱歌曲/收录歌曲,混沌ブギ,短版,BV1v6o4YSEwt,1,,,BV1v6o4YSEwt,2,,
581,2025/01/14,厨病激発ボーイ,,1,,,ws,Wonderlands×Showtime演唱歌曲/收录歌曲,厨病激発ボーイ,,,,,,,,,
509,2025/03/10,ライアーダンサー,,1,,,ws,Wonderlands×Showtime演唱歌曲/收录歌曲,ライアーダンサー,,,,,,,,,
603,2025/03/24,ドレミファロンド,BV1JGaszPE6r,4,00:00:44,00:01:14,ws,Wonderlands×Showtime演唱歌曲/收录歌曲,ドレミファロンド,,,,,,,,,
625,2025/06/09,このふざけた素晴らしき世界は、僕の為にある,,1,,,ws,Wonderlands×Showtime演唱歌曲/收录歌曲,このふざけた素晴らしき世界は、僕の為にある,,,,,,,,,
664,2025/10/07,人マニア,BV1rP411p7fS,1,00:00:35,00:01:05,ws,Wonderlands×Showtime演唱歌曲/收录歌曲,人マニア,,,,,,,,,
670,2025/12/15,い〜やい〜やい〜や,BV1rVdoBKErs,2,00:00:39,00:01:09,ws,Wonderlands×Showtime演唱歌曲/收录歌曲,い〜やい〜やい〜や,,,,,,,,,
690,2026/01/03,惑星ループ,BV1Ks4y1B7pK,101,00:00:42,00:01:25,ws,Wonderlands×Showtime演唱歌曲/收录歌曲,惑星ループ,,,,,,,,,
19,2020/09/30,シャルル,BV1Tt411d7mt,2,00:00:47,00:01:23,25,25点，Nightcord见。演唱歌曲/收录歌曲,シャルル,原key,,,,,,,,
66,2020/09/30,ハロ／ハワユ,BV1v44y1W7Zh,1,00:01:48,00:02:18,25,25点，Nightcord见。演唱歌曲/收录歌曲,ハロ／ハワユ,,,,,,,,,
67,2020/09/30,自傷無色,BV1JtovBgE2S,25,00:00:48,00:01:29,25,25点，Nightcord见。演唱歌曲/收录歌曲,自傷無色,,BV1bNSCYAELd,1,,,,,,
22,2020/10/05,命に嫌われている,BV1JtovBgE2S,26,00:00:50,00:01:20,25,25点，Nightcord见。演唱歌曲/收录歌曲,命に嫌われている,,BV1JfybYAEFT,1,,,,,,
92,2020/11/01,乙女解剖,BV1JtovBgE2S,27,00:01:00,00:01:37,25,25点，Nightcord见。演唱歌曲/收录歌曲,乙女解剖,,,,,,,,,
74,2020/12/14,独りんぼエンヴィー,BV1JtovBgE2S,28,00:00:40,00:01:10,25,25点，Nightcord见。演唱歌曲/收录歌曲,独りんぼエンヴィー,,,,,,,,,
94,2021/01/05,とても痛い痛がりたい,BV17b411y7PC,1,00:00:40,00:01:10,25,25点，Nightcord见。演唱歌曲/收录歌曲,とても痛い痛がりたい,,,,,,,,,
125,2021/03/06,ボッカデラベリタ,BV1JtovBgE2S,29,00:00:43,00:01:13,25,25点，Nightcord见。演唱歌曲/收录歌曲,ボッカデラベリタ,,,,,,,,,
139,2021/05/01,夜に駆ける,BV1Sk4y127dg,2,00:01:08,00:01:45,25,25点，Nightcord见。演唱歌曲/收录歌曲,夜に駆ける,,,,,,,,,
129,2021/07/28,ビターチョコデコレーション,BV1JtovBgE2S,30,00:00:40,00:01:10,25,25点，Nightcord见。演唱歌曲/收录歌曲,ビターチョコデコレーション,,,,,,,,,
111,2021/09/21,カトラリー,BV1VF4m157Bm,2,00:01:00,00:01:32,25,25点，Nightcord见。演唱歌曲/收录歌曲,カトラリー,,BV1xgSCYfEEN,1,,,,,,
145,2021/10/04,ベノム,BV1Ub411a7aA,2,00:00:46,00:01:16,25,25点，Nightcord见。演唱歌曲/收录歌曲,ベノム,,,,,,,,,
170,2021/12/31,ヴィラン,BV1VH4y1W7BL,2,00:00:37,00:01:19,25,25点，Nightcord见。演唱歌曲/收录歌曲,ヴィラン,,,,,,,,,
204,2022/01/31,うっせぇわ,BV19y4y1673X,1,00:00:40,00:01:16,25,25点，Nightcord见。演唱歌曲/收录歌曲,うっせぇわ,,,,,,,,,
181,2022/02/07,愛して愛して愛して,BV1X34y1y71e,1,00:00:52,00:01:36,25,25点，Nightcord见。演唱歌曲/收录歌曲,愛して愛して愛して,,,,,,,,,
194,2022/05/13,妄想感傷代償連盟,BV1JtovBgE2S,31,00:00:54,00:01:35,25,25点，Nightcord见。演唱歌曲/收录歌曲,妄想感傷代償連盟,,,,,,,,,
218,2022/07/04,メリュー,BV1ms411U7ia,2,00:00:32,00:01:02,25,25点，Nightcord见。演唱歌曲/收录歌曲,メリュー,原key,,,,,,,,
272,2022/09/12,ジェヘナ,BV17w4m1Z7qu,2,00:00:51,00:01:24,25,25点，Nightcord见。演唱歌曲/收录歌曲,ジェヘナ,,BV1DwSCYNEMu,1,,,,,,
277,2022/10/03,フォニイ,BV1JtovBgE2S,32,00:00:53,00:01:28,25,25点，Nightcord见。演唱歌曲/收录歌曲,フォニイ,,BV1cqqnYfEou,1,,,,,,
270,2022/10/28,泥中に咲く,BV1sK421x7vc,2,00:01:45,00:02:25,25,25点，Nightcord见。演唱歌曲/收录歌曲,泥中に咲く,,BV1tKSCYaEeM,1,,,,,,
268,2022/12/05,ノンブレス・オブリージュ,BV1JtovBgE2S,33,00:00:55,00:01:37,25,25点，Nightcord见。演唱歌曲/收录歌曲,ノンブレス・オブリージュ,,,,,,,,,
294,2023/01/03,それがあなたの幸せとしても,BV1A59yBcETx,1,00:00:40,00:01:27,25,25点，Nightcord见。演唱歌曲/收录歌曲,それがあなたの幸せとしても,,,,,,,,,
293,2023/02/13,アイロニ,BV1Gt411v7H3,2,00:01:19,00:01:51,25,25点，Nightcord见。演唱歌曲/收录歌曲,アイロニ,原key,,,,,,,,
352,2023/04/24,命ばっかり,BV1wx411p7ZD,2,00:00:57,00:01:33,25,25点，Nightcord见。演唱歌曲/收录歌曲,命ばっかり,原key,,,,,,,,
340,2023/06/26,とても素敵な六月でした,BV1JtovBgE2S,34,00:01:08,00:01:46,25,25点，Nightcord见。演唱歌曲/收录歌曲,とても素敵な六月でした,,,,,,,,,
358,2023/08/28,心做し,BV1Xs411e7zd,125,00:01:13,00:01:46,25,25点，Nightcord见。演唱歌曲/收录歌曲,心做し,原key,,,,,,,,
385,2023/10/10,神っぽいな,BV1MrrYYJED9,2,00:00:43,00:01:33,25,25点，Nightcord见。演唱歌曲/收录歌曲,神っぽいな,,BV1xFCaYLEt5,1,,,,,,
391,2023/11/22,キュートなカノジョ,BV1jK4y1K7gi,2,00:00:47,00:01:17,25,25点，Nightcord见。演唱歌曲/收录歌曲,キュートなカノジョ,,,,,,,,,
378,2023/12/25,スロウダウナー,BV1jt411y7Fe,2,00:00:59,00:01:29,25,25点，Nightcord见。演唱歌曲/收录歌曲,スロウダウナー,原key,,,,,,,,
402,2024/01/03,エンヴィーベイビー,BV16mmdByEEs,2,00:00:41,00:01:11,25,25点，Nightcord见。演唱歌曲/收录歌曲,エンヴィーベイビー,,,,,,,,,
469,2024/02/29,ラグトレイン,BV1m54y1q7yq,2,00:01:09,00:01:43,25,25点，Nightcord见。演唱歌曲/收录歌曲,ラグトレイン,,,,,,,,,
455,2024/03/04,ド屑,BV1hY4y1V7FP,1,00:00:50,00:01:20,25,25点，Nightcord见。演唱歌曲/收录歌曲,ド屑,,,,,,,,,
451,2024/05/17,熱異常,BV1z4Z8BbEqm,2,00:00:59,00:01:33,25,25点，Nightcord见。演唱歌曲/收录歌曲,熱異常,,BV18kZtB6Ehu,1,,,,,,
